EVENT_ID,EVENT_LAT,EVENT_LON,EVENT_TIME,wrfout_path,time_start,time_end,lat_min,lat_max,lon_min,lon_max,simulation_time_start,n_timesteps,SKELET,WALL_TIME
DN170606_03,-32.46277924525141,140.88355091312212,2017-06-06T17:22:51,/mnt/L2_plus/events_trello/DN170606_03/WRF/wrfout_d03_2017-06-06_00:00:00,2017-06-06_00:00:00,2017-06-06_18:00:00,-34.129459381103516,-31.19152069091797,138.86175537109375,142.40435791015625,2017-06-06_00:00:00,19,,
DN170606_03,-32.46277924525141,140.88355091312212,2017-06-06T17:22:51,/mnt/L2_plus/events_trello/DN170606_03/WRF/wrfout_d03_2017-06-06_06:00:00,2017-06-06_06:00:00,2017-06-06_18:00:00,-34.129459381103516,-31.19152069091797,138.86175537109375,142.40435791015625,2017-06-06_06:00:00,13,,
DN170606_03,-32.46277924525141,140.88355091312212,2017-06-06T17:22:51,/mnt/L2_plus/events_trello/DN170606_03/WRF/wrfout_d04_2017-06-06_12:00:00,2017-06-06_12:00:00,2017-06-06_18:00:00,-33.919395446777344,-31.458473205566406,139.12106323242188,142.08056640625,2017-06-06_12:00:00,37,,
DN170606_03,-32.46277924525141,140.88355091312212,2017-06-06T17:22:51,/mnt/L2_plus/events_trello/DN170606_03/WRF/wrfout_d04_2017-06-06_18:00:00,2017-06-06_18:00:00,2017-06-06_18:30:00,-33.919395446777344,-31.458473205566406,139.12106323242188,142.08056640625,2017-06-06_18:00:00,4,,
DN170607_01,-31.280977395791776,136.2114765419331,2017-06-07T15:01:38,/mnt/L2_plus/events_trello/DN170607_01/WRF/wrfout_d04_2017-06-07_00:00:00,2017-06-07_00:00:00,2017-06-07_16:00:00,-32.730384826660156,-30.28076171875,134.495849609375,137.4031982421875,2017-06-07_00:00:00,17,,
DN170607_01,-31.280977395791776,136.2114765419331,2017-06-07T15:01:38,/mnt/L2_plus/events_trello/DN170607_01/WRF/wrfout_d04_2017-06-07_06:00:00,2017-06-07_06:00:00,2017-06-07_16:00:00,-32.730384826660156,-30.28076171875,134.495849609375,137.4031982421875,2017-06-07_06:00:00,11,,
DN170607_01,-31.280977395791776,136.2114765419331,2017-06-07T15:01:38,/mnt/L2_plus/events_trello/DN170607_01/WRF/wrfout_d04_2017-06-07_12:00:00,2017-06-07_12:00:00,2017-06-07_15:00:00,-32.730384826660156,-30.28076171875,134.495849609375,137.4031982421875,2017-06-07_12:00:00,4,,
DN170630_01,-33.13753276723349,134.19907581129067,2017-06-30T14:26:41,/mnt/L2_plus/events_trello/DN170630_01/WRF/wrfout_d03_2017-06-30_00:00:00,2017-06-30_00:00:00,2017-06-30_18:00:00,-34.77589797973633,-31.831031799316406,132.17095947265625,135.7484130859375,2017-06-30_00:00:00,37,,
DN170630_01,-33.13753276723349,134.19907581129067,2017-06-30T14:26:41,/mnt/L2_plus/events_trello/DN170630_01/WRF/wrfout_d03_2017-06-30_06:00:00,2017-06-30_06:00:00,2017-06-30_15:00:00,-34.77589797973633,-31.831031799316406,132.17095947265625,135.7484130859375,2017-06-30_06:00:00,19,,
DN170630_01,-33.13753276723349,134.19907581129067,2017-06-30T14:26:41,/mnt/L2_plus/events_trello/DN170630_01/WRF/wrfout_d03_2017-06-30_12:00:00,2017-06-30_12:00:00,2017-06-30_15:00:00,-34.77589797973633,-31.831031799316406,132.17095947265625,135.7484130859375,2017-06-30_12:00:00,7,,
DN170701_01,-32.08023307211855,127.29602028283048,2017-07-01T09:41:41,/mnt/L2_plus/events_trello/DN170701_01/WRF/wrfout_d04_2017-06-30_12:00:00,2017-06-30_12:00:00,2017-07-01_10:00:00,-33.53607940673828,-31.07870101928711,125.54791259765625,128.49041748046875,2017-06-30_12:00:00,89,,
DN170701_01,-32.08023307211855,127.29602028283048,2017-07-01T09:41:41,/mnt/L2_plus/events_trello/DN170701_01/WRF/wrfout_d04_2017-06-30_18:00:00,2017-06-30_18:00:00,2017-07-01_10:00:00,-33.53607940673828,-31.07870101928711,125.54791259765625,128.49041748046875,2017-06-30_18:00:00,65,,
DN170701_01,-32.08023307211855,127.29602028283048,2017-07-01T09:41:41,/mnt/L2_plus/events_trello/DN170701_01/WRF/wrfout_d04_2017-07-01_00:00:00,2017-07-01_00:00:00,2017-07-01_10:00:00,-33.53607940673828,-31.07870101928711,125.54791259765625,128.49041748046875,2017-07-01_00:00:00,41,,
DN170701_01,-32.08023307211855,127.29602028283048,2017-07-01T09:41:41,/mnt/L2_plus/events_trello/DN170701_01/WRF/wrfout_d04_2017-07-01_06:00:00,2017-07-01_06:00:00,2017-07-01_10:00:00,-33.53607940673828,-31.07870101928711,125.54791259765625,128.49041748046875,2017-07-01_06:00:00,17,,
DN170721_01,-29.655281904282,140.84013514187146,2017-07-21T10:47:41,/mnt/L2_plus/events_trello/DN170721_01/WRF/wrfout_d04_2017-07-21_00:00:00,2017-07-21_00:00:00,2017-07-21_11:00:00,-31.096759796142578,-28.663990020751953,139.15203857421875,141.9903564453125,2017-07-21_00:00:00,67,,
DN170721_01,-29.655281904282,140.84013514187146,2017-07-21T10:47:41,/mnt/L2_plus/events_trello/DN170721_01/WRF/wrfout_d04_2017-07-21_06:00:00,2017-07-21_06:00:00,2017-07-21_11:00:00,-31.096759796142578,-28.663990020751953,139.15203857421875,141.9903564453125,2017-07-21_06:00:00,31,,
DN170723_02,-27.446083785241903,135.31792935663003,2017-07-23T13:16:47,/mnt/L2_plus/events_trello/DN170723_02/WRF/wrfout_d04_2017-07-22_18:00:00,2017-07-22_18:00:00,2017-07-23_13:45:00,-29.153850555419922,-26.08139991760254,133.36312866210938,136.8651123046875,2017-07-22_18:00:00,80,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_32_levels,
DN170723_02,-27.446083785241903,135.31792935663003,2017-07-23T13:16:47,/mnt/L2_plus/events_trello/DN170723_02/WRF/wrfout_d04_2017-07-23_00:00:00,2017-07-23_00:00:00,2017-07-23_13:45:00,-29.153850555419922,-26.08139991760254,133.36312866210938,136.8651123046875,2017-07-23_00:00:00,56,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_32_levels,
DN170723_02,-27.446083785241903,135.31792935663003,2017-07-23T13:16:47,/mnt/L2_plus/events_trello/DN170723_02/WRF/wrfout_d04_2017-07-23_06:00:00,2017-07-23_06:00:00,2017-07-23_13:45:00,-29.153850555419922,-26.08139991760254,133.36312866210938,136.8651123046875,2017-07-23_06:00:00,32,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_32_levels,
DN170723_02,-27.446083785241903,135.31792935663003,2017-07-23T13:16:47,/mnt/L2_plus/events_trello/DN170723_02/WRF/wrfout_d04_2017-07-23_12:00:00,2017-07-23_12:00:00,2017-07-23_13:45:00,-29.153850555419922,-26.08139991760254,133.36312866210938,136.8651123046875,2017-07-23_12:00:00,8,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_32_levels,
DN170728_08,-25.93637874828827,132.540983668031,2017-07-28T11:58:44,/mnt/L2_plus/events_trello/DN170728_08/WRF/wrfout_d04_2017-07-27_12:00:00,2017-07-27_12:00:00,2017-07-28_12:30:00,-27.644140243530273,-24.57250213623047,130.61383056640625,134.0662841796875,2017-07-27_12:00:00,99,,
DN170728_08,-25.93637874828827,132.540983668031,2017-07-28T11:58:44,/mnt/L2_plus/events_trello/DN170728_08/WRF/wrfout_d04_2017-07-27_18:00:00,2017-07-27_18:00:00,2017-07-28_12:30:00,-27.644140243530273,-24.57250213623047,130.61383056640625,134.0662841796875,2017-07-27_18:00:00,75,,
DN170728_08,-25.93637874828827,132.540983668031,2017-07-28T11:58:44,/mnt/L2_plus/events_trello/DN170728_08/WRF/wrfout_d04_2017-07-28_00:00:00,2017-07-28_00:00:00,2017-07-28_12:30:00,-27.644140243530273,-24.57250213623047,130.61383056640625,134.0662841796875,2017-07-28_00:00:00,51,,
DN170728_08,-25.93637874828827,132.540983668031,2017-07-28T11:58:44,/mnt/L2_plus/events_trello/DN170728_08/WRF/wrfout_d04_2017-07-28_06:00:00,2017-07-28_06:00:00,2017-07-28_12:30:00,-27.644140243530273,-24.57250213623047,130.61383056640625,134.0662841796875,2017-07-28_06:00:00,27,,
DN170730_04,-35.53334626757041,141.51601399102046,2017-07-30T13:47:11,/mnt/L2_plus/events_trello/DN170730_04/WRF/wrfout_d04_2017-07-29_18:00:00,2017-07-29_18:00:00,2017-07-30_14:15:00,-37.24115753173828,-34.16381072998047,139.37164306640625,143.2132568359375,2017-07-29_18:00:00,82,,
DN170730_04,-35.53334626757041,141.51601399102046,2017-07-30T13:47:11,/mnt/L2_plus/events_trello/DN170730_04/WRF/wrfout_d04_2017-07-30_00:00:00,2017-07-30_00:00:00,2017-07-30_14:15:00,-37.24115753173828,-34.16381072998047,139.37164306640625,143.2132568359375,2017-07-30_00:00:00,58,,
DN170730_04,-35.53334626757041,141.51601399102046,2017-07-30T13:47:11,/mnt/L2_plus/events_trello/DN170730_04/WRF/wrfout_d04_2017-07-30_06:00:00,2017-07-30_06:00:00,2017-07-30_14:15:00,-37.24115753173828,-34.16381072998047,139.37164306640625,143.2132568359375,2017-07-30_06:00:00,34,,
DN170730_04,-35.53334626757041,141.51601399102046,2017-07-30T13:47:11,/mnt/L2_plus/events_trello/DN170730_04/WRF/wrfout_d04_2017-07-30_12:00:00,2017-07-30_12:00:00,2017-07-30_14:15:00,-37.24115753173828,-34.16381072998047,139.37164306640625,143.2132568359375,2017-07-30_12:00:00,10,,
DN170824_01,-33.90361861099671,118.81712527492932,2017-08-24T11:38:25,/mnt/L2_plus/events_trello/DN170824_01/WRF/wrfout_d04_2017-08-23_12:00:00,2017-08-23_12:00:00,2017-08-24_12:00:00,-35.61143112182617,-32.53512191772461,116.71728515625,120.4791259765625,2017-08-23_12:00:00,97,,
DN170824_01,-33.90361861099671,118.81712527492932,2017-08-24T11:38:25,/mnt/L2_plus/events_trello/DN170824_01/WRF/wrfout_d04_2017-08-23_18:00:00,2017-08-23_18:00:00,2017-08-24_12:00:00,-35.61143112182617,-32.53512191772461,116.71728515625,120.4791259765625,2017-08-23_18:00:00,73,,
DN170824_01,-33.90361861099671,118.81712527492932,2017-08-24T11:38:25,/mnt/L2_plus/events_trello/DN170824_01/WRF/wrfout_d04_2017-08-24_00:00:00,2017-08-24_00:00:00,2017-08-24_12:00:00,-35.61143112182617,-32.53512191772461,116.71728515625,120.4791259765625,2017-08-24_00:00:00,49,,
DN170824_01,-33.90361861099671,118.81712527492932,2017-08-24T11:38:25,/mnt/L2_plus/events_trello/DN170824_01/WRF/wrfout_d04_2017-08-24_06:00:00,2017-08-24_06:00:00,2017-08-24_12:00:00,-35.61143112182617,-32.53512191772461,116.71728515625,120.4791259765625,2017-08-24_06:00:00,25,,
DN170829_02,-27.27612767399811,138.5711282937138,2017-08-29T16:30:14,/mnt/L2_plus/events_trello/DN170829_02/WRF/wrfout_d04_2017-08-29_06:00:00,2017-08-29_06:00:00,2017-08-29_17:00:00,-28.94356346130371,-25.947439193725586,136.65853881835938,140.08502197265625,2017-08-29_06:00:00,23,,
DN170829_02,-27.27612767399811,138.5711282937138,2017-08-29T16:30:14,/mnt/L2_plus/events_trello/DN170829_02/WRF/wrfout_d04_2017-08-29_12:00:00,2017-08-29_12:00:00,2017-08-29_17:00:00,-28.94356346130371,-25.947439193725586,136.65853881835938,140.08502197265625,2017-08-29_12:00:00,11,,
DN170927_02,-32.88333957236743,136.81359466830776,2017-09-27T10:51:41,/mnt/L2_plus/events_trello/DN170927_02/WRF/wrfout_d04_2017-09-26_12:00:00,2017-09-26_12:00:00,2017-09-27_11:15:00,-34.591156005859375,-31.51547622680664,134.73980712890625,138.45492553710938,2017-09-26_12:00:00,94,,
DN170927_02,-32.88333957236743,136.81359466830776,2017-09-27T10:51:41,/mnt/L2_plus/events_trello/DN170927_02/WRF/wrfout_d04_2017-09-26_18:00:00,2017-09-26_18:00:00,2017-09-27_11:15:00,-34.591156005859375,-31.51547622680664,134.73980712890625,138.45492553710938,2017-09-26_18:00:00,70,,
DN170927_02,-32.88333957236743,136.81359466830776,2017-09-27T10:51:41,/mnt/L2_plus/events_trello/DN170927_02/WRF/wrfout_d04_2017-09-27_00:00:00,2017-09-27_00:00:00,2017-09-27_11:15:00,-34.591156005859375,-31.51547622680664,134.73980712890625,138.45492553710938,2017-09-27_00:00:00,46,,
DN170927_02,-32.88333957236743,136.81359466830776,2017-09-27T10:51:41,/mnt/L2_plus/events_trello/DN170927_02/WRF/wrfout_d04_2017-09-27_06:00:00,2017-09-27_06:00:00,2017-09-27_11:15:00,-34.591156005859375,-31.51547622680664,134.73980712890625,138.45492553710938,2017-09-27_06:00:00,22,,
DN171009_01,-33.290676521047885,117.34511167516554,2017-10-09T17:40:22,/mnt/L2_plus/events_trello/DN171009_01/WRF/wrfout_d04_2017-10-08_18:00:00,2017-10-08_18:00:00,2017-10-09_18:00:00,-34.998477935791016,-31.922542572021484,115.26107788085938,118.99456787109375,2017-10-08_18:00:00,97,,
DN171009_01,-33.290676521047885,117.34511167516554,2017-10-09T17:40:22,/mnt/L2_plus/events_trello/DN171009_01/WRF/wrfout_d04_2017-10-09_00:00:00,2017-10-09_00:00:00,2017-10-09_18:00:00,-34.998477935791016,-31.922542572021484,115.26107788085938,118.99456787109375,2017-10-09_00:00:00,73,,
DN171009_01,-33.290676521047885,117.34511167516554,2017-10-09T17:40:22,/mnt/L2_plus/events_trello/DN171009_01/WRF/wrfout_d04_2017-10-09_06:00:00,2017-10-09_06:00:00,2017-10-09_18:00:00,-34.998477935791016,-31.922542572021484,115.26107788085938,118.99456787109375,2017-10-09_06:00:00,49,,
DN171009_01,-33.290676521047885,117.34511167516554,2017-10-09T17:40:22,/mnt/L2_plus/events_trello/DN171009_01/WRF/wrfout_d04_2017-10-09_12:00:00,2017-10-09_12:00:00,2017-10-09_18:00:00,-34.998477935791016,-31.922542572021484,115.26107788085938,118.99456787109375,2017-10-09_12:00:00,25,,
DN171125_02,-32.77312405515248,138.57208479736542,2017-11-25T15:45:33,/mnt/L2_plus/events_trello/DN171125_02/WRF/wrfout_d04_2017-11-24_18:00:00,2017-11-24_18:00:00,2017-11-25_16:00:00,-34.22517776489258,-31.761493682861328,136.79510498046875,139.76828002929688,2017-11-24_18:00:00,89,,
DN171125_02,-32.77312405515248,138.57208479736542,2017-11-25T15:45:33,/mnt/L2_plus/events_trello/DN171125_02/WRF/wrfout_d04_2017-11-25_00:00:00,2017-11-25_00:00:00,2017-11-25_16:00:00,-34.22517776489258,-31.761493682861328,136.79510498046875,139.76828002929688,2017-11-25_00:00:00,65,,
DN171125_02,-32.77312405515248,138.57208479736542,2017-11-25T15:45:33,/mnt/L2_plus/events_trello/DN171125_02/WRF/wrfout_d04_2017-11-25_06:00:00,2017-11-25_06:00:00,2017-11-25_16:00:00,-34.22517776489258,-31.761493682861328,136.79510498046875,139.76828002929688,2017-11-25_06:00:00,41,,
DN171125_02,-32.77312405515248,138.57208479736542,2017-11-25T15:45:33,/mnt/L2_plus/events_trello/DN171125_02/WRF/wrfout_d04_2017-11-25_12:00:00,2017-11-25_12:00:00,2017-11-25_16:00:00,-34.22517776489258,-31.761493682861328,136.79510498046875,139.76828002929688,2017-11-25_12:00:00,17,,
DN171220_01,-26.495858832380684,138.36093582370498,2017-12-20T17:24:33,/mnt/L2_plus/events_trello/DN171220_01/WRF/wrfout_d04_2017-12-19_18:00:00,2017-12-19_18:00:00,2017-12-20_17:45:00,-28.20364761352539,-25.131689071655273,136.42373657226562,139.8941650390625,2017-12-19_18:00:00,96,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_32_levels,
DN171220_01,-26.495858832380684,138.36093582370498,2017-12-20T17:24:33,/mnt/L2_plus/events_trello/DN171220_01/WRF/wrfout_d04_2017-12-20_00:00:00,2017-12-20_00:00:00,2017-12-20_17:45:00,-28.20364761352539,-25.131689071655273,136.42373657226562,139.8941650390625,2017-12-20_00:00:00,72,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_32_levels,
DN171220_01,-26.495858832380684,138.36093582370498,2017-12-20T17:24:33,/mnt/L2_plus/events_trello/DN171220_01/WRF/wrfout_d04_2017-12-20_06:00:00,2017-12-20_06:00:00,2017-12-20_17:45:00,-28.20364761352539,-25.131689071655273,136.42373657226562,139.8941650390625,2017-12-20_06:00:00,48,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_32_levels,
DN171220_01,-26.495858832380684,138.36093582370498,2017-12-20T17:24:33,/mnt/L2_plus/events_trello/DN171220_01/WRF/wrfout_d04_2017-12-20_12:00:00,2017-12-20_12:00:00,2017-12-20_17:45:00,-28.20364761352539,-25.131689071655273,136.42373657226562,139.8941650390625,2017-12-20_12:00:00,24,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_32_levels,
DN171224_01,-31.765705839922724,120.0940199510492,2017-12-24T17:32:04,/mnt/L2_plus/events_trello/DN171224_01/WRF/wrfout_d04_2017-12-24_00:00:00,2017-12-24_00:00:00,2017-12-24_18:00:00,-33.22152328491211,-30.767127990722656,118.34915161132812,121.27783203125,2017-12-24_00:00:00,37,,
DN171224_01,-31.765705839922724,120.0940199510492,2017-12-24T17:32:04,/mnt/L2_plus/events_trello/DN171224_01/WRF/wrfout_d04_2017-12-24_06:00:00,2017-12-24_06:00:00,2017-12-24_18:00:00,-33.22152328491211,-30.767127990722656,118.34915161132812,121.27783203125,2017-12-24_06:00:00,25,,
DN171224_01,-31.765705839922724,120.0940199510492,2017-12-24T17:32:04,/mnt/L2_plus/events_trello/DN171224_01/WRF/wrfout_d04_2017-12-24_12:00:00,2017-12-24_12:00:00,2017-12-24_18:00:00,-33.22152328491211,-30.767127990722656,118.34915161132812,121.27783203125,2017-12-24_12:00:00,13,,
DN180212_01,-31.19821419222839,115.74300580973802,2018-02-12T14:35:22,/mnt/L2_plus/events_trello/DN180212_01/WRF/wrfout_d04_2018-02-11_12:00:00,2018-02-11_12:00:00,2018-02-12_15:00:00,-32.647483825683594,-30.198671340942383,114.00900268554688,116.91278076171875,2018-02-11_12:00:00,55,,
DN180212_01,-31.19821419222839,115.74300580973802,2018-02-12T14:35:22,/mnt/L2_plus/events_trello/DN180212_01/WRF/wrfout_d04_2018-02-11_18:00:00,2018-02-11_18:00:00,2018-02-12_15:00:00,-32.647483825683594,-30.198671340942383,114.00900268554688,116.91278076171875,2018-02-11_18:00:00,43,,
DN180212_01,-31.19821419222839,115.74300580973802,2018-02-12T14:35:22,/mnt/L2_plus/events_trello/DN180212_01/WRF/wrfout_d04_2018-02-12_00:00:00,2018-02-12_00:00:00,2018-02-12_15:00:00,-32.647483825683594,-30.198671340942383,114.00900268554688,116.91278076171875,2018-02-12_00:00:00,31,,
DN180212_01,-31.19821419222839,115.74300580973802,2018-02-12T14:35:22,/mnt/L2_plus/events_trello/DN180212_01/WRF/wrfout_d04_2018-02-12_06:00:00,2018-02-12_06:00:00,2018-02-12_15:00:00,-32.647483825683594,-30.198671340942383,114.00900268554688,116.91278076171875,2018-02-12_06:00:00,19,,
DN180212_01,-31.19821419222839,115.74300580973802,2018-02-12T14:35:22,/mnt/L2_plus/events_trello/DN180212_01/WRF/wrfout_d04_2018-02-12_12:00:00,2018-02-12_12:00:00,2018-02-12_15:00:00,-32.647483825683594,-30.198671340942383,114.00900268554688,116.91278076171875,2018-02-12_12:00:00,7,,
DN180303_01,-28.239322892496467,117.1641970922692,2018-03-03T21:20:00,/mnt/L2_plus/events_trello/DN180303_01/WRF/wrfout_d04_2018-03-03_00:00:00,2018-03-03_00:00:00,2018-03-03_21:45:00,-29.947114944458008,-26.87420082092285,115.19400024414062,118.72357177734375,2018-03-03_00:00:00,88,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_32_levels,
DN180303_01,-28.239322892496467,117.1641970922692,2018-03-03T21:20:00,/mnt/L2_plus/events_trello/DN180303_01/WRF/wrfout_d04_2018-03-03_06:00:00,2018-03-03_06:00:00,2018-03-03_21:45:00,-29.947114944458008,-26.87420082092285,115.19400024414062,118.72357177734375,2018-03-03_06:00:00,64,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_32_levels,
DN180303_01,-28.239322892496467,117.1641970922692,2018-03-03T21:20:00,/mnt/L2_plus/events_trello/DN180303_01/WRF/wrfout_d04_2018-03-03_12:00:00,2018-03-03_12:00:00,2018-03-03_21:45:00,-29.947114944458008,-26.87420082092285,115.19400024414062,118.72357177734375,2018-03-03_12:00:00,40,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_32_levels,
DN180303_01,-28.239322892496467,117.1641970922692,2018-03-03T21:20:00,/mnt/L2_plus/events_trello/DN180303_01/WRF/wrfout_d04_2018-03-03_18:00:00,2018-03-03_18:00:00,2018-03-03_21:45:00,-29.947114944458008,-26.87420082092285,115.19400024414062,118.72357177734375,2018-03-03_18:00:00,16,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_32_levels,
DN180407_01,-33.032936194720776,137.6012405624706,2018-04-07T12:31:36,/mnt/L2_plus/events_trello/DN180407_01/WRF/wrfout_d04_2018-04-06_18:00:00,2018-04-06_18:00:00,2018-04-07_13:00:00,-34.74072265625,-31.664962768554688,135.5238037109375,139.24551391601562,2018-04-06_18:00:00,77,,
DN180407_01,-33.032936194720776,137.6012405624706,2018-04-07T12:31:36,/mnt/L2_plus/events_trello/DN180407_01/WRF/wrfout_d04_2018-04-07_00:00:00,2018-04-07_00:00:00,2018-04-07_13:00:00,-34.74072265625,-31.664962768554688,135.5238037109375,139.24551391601562,2018-04-07_00:00:00,53,,
DN180407_01,-33.032936194720776,137.6012405624706,2018-04-07T12:31:36,/mnt/L2_plus/events_trello/DN180407_01/WRF/wrfout_d04_2018-04-07_06:00:00,2018-04-07_06:00:00,2018-04-07_13:00:00,-34.74072265625,-31.664962768554688,135.5238037109375,139.24551391601562,2018-04-07_06:00:00,29,,
DN180407_01,-33.032936194720776,137.6012405624706,2018-04-07T12:31:36,/mnt/L2_plus/events_trello/DN180407_01/WRF/wrfout_d04_2018-04-07_12:00:00,2018-04-07_12:00:00,2018-04-07_13:00:00,-34.74072265625,-31.664962768554688,135.5238037109375,139.24551391601562,2018-04-07_12:00:00,5,,
DN180602_01,-33.90322240714818,140.48920867710692,2018-06-02T09:37:00,/mnt/L2_plus/events_trello/DN180602_01/WRF/wrfout_d04_2018-06-02_06:00:00,2018-06-02_06:00:00,2018-06-02_10:00:00,-35.611053466796875,-32.53474044799805,138.38937377929688,142.15118408203125,2018-06-02_06:00:00,17,,
DN180709_01,-32.87922895314069,115.93333376608213,2018-07-09T20:16:19,/mnt/L2_plus/events_trello/DN180709_01/WRF/wrfout_d04_2018-07-09_00:00:00,2018-07-09_00:00:00,2018-07-09_20:45:00,-34.58704376220703,-31.5113582611084,113.85968017578125,117.5745849609375,2018-07-09_00:00:00,84,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_32_levels,
DN180709_01,-32.87922895314069,115.93333376608213,2018-07-09T20:16:19,/mnt/L2_plus/events_trello/DN180709_01/WRF/wrfout_d04_2018-07-09_06:00:00,2018-07-09_06:00:00,2018-07-09_20:45:00,-34.58704376220703,-31.5113582611084,113.85968017578125,117.5745849609375,2018-07-09_06:00:00,60,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_32_levels,
DN180709_01,-32.87922895314069,115.93333376608213,2018-07-09T20:16:19,/mnt/L2_plus/events_trello/DN180709_01/WRF/wrfout_d04_2018-07-09_12:00:00,2018-07-09_12:00:00,2018-07-09_20:45:00,-34.58704376220703,-31.5113582611084,113.85968017578125,117.5745849609375,2018-07-09_12:00:00,36,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_32_levels,
DN180709_01,-32.87922895314069,115.93333376608213,2018-07-09T20:16:19,/mnt/L2_plus/events_trello/DN180709_01/WRF/wrfout_d04_2018-07-09_18:00:00,2018-07-09_18:00:00,2018-07-09_20:45:00,-34.58704376220703,-31.5113582611084,113.85968017578125,117.5745849609375,2018-07-09_18:00:00,12,/software/projects/pawsey0851/mcu/WRF/run/skelet_4.4.2_setonix_large_32_levels,
DN180828_01,-31.79732771915058,117.31359533773485,2018-08-28T11:40:47,/mnt/L2_plus/events_trello/DN180828_01/WRF/wrfout_d04_2018-08-28_00:00:00,2018-08-28_00:00:00,2018-08-28_12:00:00,-33.227516174316406,-30.773069381713867,115.33123779296875,118.26019287109375,2018-08-28_00:00:00,37,,
DN180828_01,-31.79732771915058,117.31359533773485,2018-08-28T11:40:47,/mnt/L2_plus/events_trello/DN180828_01/WRF/wrfout_d04_2018-08-28_06:00:00,2018-08-28_06:00:00,2018-08-28_12:00:00,-33.227516174316406,-30.773069381713867,115.33123779296875,118.26019287109375,2018-08-28_06:00:00,19,,
DN180910_02,-30.898340005231763,127.0482731278122,2018-09-10T12:13:38,/mnt/L2_plus/events_trello/DN180910_02/WRF/wrfout_d04_2018-09-09_18:00:00,2018-09-09_18:00:00,2018-09-10_12:30:00,-32.347225189208984,-29.90140724182129,125.32858276367188,128.219482421875,2018-09-09_18:00:00,75,,
DN180910_02,-30.898340005231763,127.0482731278122,2018-09-10T12:13:38,/mnt/L2_plus/events_trello/DN180910_02/WRF/wrfout_d04_2018-09-10_00:00:00,2018-09-10_00:00:00,2018-09-10_12:30:00,-32.347225189208984,-29.90140724182129,125.32858276367188,128.219482421875,2018-09-10_00:00:00,51,,
DN180910_02,-30.898340005231763,127.0482731278122,2018-09-10T12:13:38,/mnt/L2_plus/events_trello/DN180910_02/WRF/wrfout_d04_2018-09-10_06:00:00,2018-09-10_06:00:00,2018-09-10_12:30:00,-32.347225189208984,-29.90140724182129,125.32858276367188,128.219482421875,2018-09-10_06:00:00,27,,
DN180910_02,-30.898340005231763,127.0482731278122,2018-09-10T12:13:38,/mnt/L2_plus/events_trello/DN180910_02/WRF/wrfout_d04_2018-09-10_12:00:00,2018-09-10_12:00:00,2018-09-10_12:30:00,-32.347225189208984,-29.90140724182129,125.32858276367188,128.219482421875,2018-09-10_12:00:00,3,,
DN181110_01,-34.56633629379142,139.27137078868628,2018-11-10T11:16:35,/mnt/L2_plus/events_trello/DN181110_01/WRF/wrfout_d04_2018-11-09_12:00:00,2018-11-09_12:00:00,2018-11-10_12:00:00,-36.033565521240234,-33.5546875,137.4500732421875,140.5064697265625,2018-11-09_12:00:00,73,,
DN181110_01,-34.56633629379142,139.27137078868628,2018-11-10T11:16:35,/mnt/L2_plus/events_trello/DN181110_01/WRF/wrfout_d04_2018-11-09_18:00:00,2018-11-09_18:00:00,2018-11-10_12:00:00,-36.033565521240234,-33.5546875,137.4500732421875,140.5064697265625,2018-11-09_18:00:00,55,,
DN181110_01,-34.56633629379142,139.27137078868628,2018-11-10T11:16:35,/mnt/L2_plus/events_trello/DN181110_01/WRF/wrfout_d04_2018-11-10_00:00:00,2018-11-10_00:00:00,2018-11-10_12:00:00,-36.033565521240234,-33.5546875,137.4500732421875,140.5064697265625,2018-11-10_00:00:00,37,,
DN181110_01,-34.56633629379142,139.27137078868628,2018-11-10T11:16:35,/mnt/L2_plus/events_trello/DN181110_01/WRF/wrfout_d04_2018-11-10_06:00:00,2018-11-10_06:00:00,2018-11-10_12:00:00,-36.033565521240234,-33.5546875,137.4500732421875,140.5064697265625,2018-11-10_06:00:00,19,,
